entity,vertex_name,vertex_id,vertex_central,edge_type,directed,entity2,vertex_name2,vertex_id2
aggr_acreage,mergedschema,vtx_type-fifm,False,,,,,
asmt_version_id,mergedschema,vtx_type-fifm,False,,,,,
aggr_group,mergedschema,vtx_type-fifm,False,,,,,
aggr_lot_count,mergedschema,vtx_type-fifm,False,,,,,
aggr_lot_width_median,mergedschema,vtx_type-fifm,False,,,,,
asmt_val_transfer,mergedschema,vtx_type-fifm,False,,,,,
asmt_sale_code,mergedschema,vtx_type-fifm,False,,,,,
asmt_sale_code_desc,mergedschema,vtx_type-fifm,False,,,,,
asmt_prior_sale_date_transfer,mergedschema,vtx_type-fifm,False,,,,,
asmt_prior_sale_val_transfer,mergedschema,vtx_type-fifm,False,,,,,
asmt_prior_sale_sale_code,mergedschema,vtx_type-fifm,False,,,,,
legal_full,mergedschema,vtx_type-fifm,False,,,,,
legal_1,mergedschema,vtx_type-fifm,False,,,,,
lot_code,mergedschema,vtx_type-fifm,False,,,,,
lot_number,mergedschema,vtx_type-fifm,False,,,,,
land_lot,mergedschema,vtx_type-fifm,False,,,,,
city_section,mergedschema,vtx_type-fifm,False,,,,,
district,mergedschema,vtx_type-fifm,False,,,,,
legal_unit,mergedschema,vtx_type-fifm,False,,,,,
zoning,mergedschema,vtx_type-fifm,False,,,,,
municipality,mergedschema,vtx_type-fifm,False,,,,,
subdivision,mergedschema,vtx_type-fifm,False,,,,,
phase_nbr,mergedschema,vtx_type-fifm,False,,,,,
tract_number,mergedschema,vtx_type-fifm,False,,,,,
legal_sec_twp_rng,mergedschema,vtx_type-fifm,False,,,,,
assr_map_ref,mergedschema,vtx_type-fifm,False,,,,,
lot_size_area,mergedschema,vtx_type-fifm,False,,,,,
lot_size_area_unit,mergedschema,vtx_type-fifm,False,,,,,
lot_size_area_orgn,mergedschema,vtx_type-fifm,False,,,,,
yr_blt,mergedschema,vtx_type-fifm,False,,,,,
bldg_number,mergedschema,vtx_type-fifm,False,,,,,
building_sqft,mergedschema,vtx_type-fifm,False,,,,,
stories_number,mergedschema,vtx_type-fifm,False,,,,,
stories_number_desc,mergedschema,vtx_type-fifm,False,,,,,
total_rooms,mergedschema,vtx_type-fifm,False,,,,,
units_number,mergedschema,vtx_type-fifm,False,,,,,
bedrooms,mergedschema,vtx_type-fifm,False,,,,,
total_baths,mergedschema,vtx_type-fifm,False,,,,,
total_baths_calculated,mergedschema,vtx_type-fifm,False,,,,,
partial_baths,mergedschema,vtx_type-fifm,False,,,,,
garage_carport_type,mergedschema,vtx_type-fifm,False,,,,,
garage_code_desc,mergedschema,vtx_type-fifm,False,,,,,
parking_spaces,mergedschema,vtx_type-fifm,False,,,,,
pool_indicator,mergedschema,vtx_type-fifm,False,,,,,
pool_indicator_desc,mergedschema,vtx_type-fifm,False,,,,,
val_mrkt_land,mergedschema,vtx_type-fifm,False,,,,,
val_mrkt_imprv,mergedschema,vtx_type-fifm,False,,,,,
val_market,mergedschema,vtx_type-fifm,False,,,,,
yr_mrkt_val,mergedschema,vtx_type-fifm,False,,,,,
buyer_name,mergedschema,vtx_type-fifm,False,,,,,
bldg_class,mergedschema,vtx_type-fifm,False,,,,,
bldg_class_desc,mergedschema,vtx_type-fifm,False,,,,,
style_type,mergedschema,vtx_type-fifm,False,,,,,
style_desc,mergedschema,vtx_type-fifm,False,,,,,
construction_code,mergedschema,vtx_type-fifm,False,,,,,
construction_code_desc,mergedschema,vtx_type-fifm,False,,,,,
exterior_wall_type,mergedschema,vtx_type-fifm,False,,,,,
exterior_wall_desc,mergedschema,vtx_type-fifm,False,,,,,
foundation_type,mergedschema,vtx_type-fifm,False,,,,,
foundation_type_desc,mergedschema,vtx_type-fifm,False,,,,,
roof_cover_type,mergedschema,vtx_type-fifm,False,,,,,
roof_cover_desc,mergedschema,vtx_type-fifm,False,,,,,
heating_type,mergedschema,vtx_type-fifm,False,,,,,
heating_desc,mergedschema,vtx_type-fifm,False,,,,,
air_conditioning,mergedschema,vtx_type-fifm,False,,,,,
air_conditioning_type_desc,mergedschema,vtx_type-fifm,False,,,,,
elect_avail_code,mergedschema,vtx_type-fifm,False,,,,,
elect_avail_code_desc,mergedschema,vtx_type-fifm,False,,,,,
fireplace_type,mergedschema,vtx_type-fifm,False,,,,,
bsmt_1_code,mergedschema,vtx_type-fifm,False,,,,,
basement_finish_desc,mergedschema,vtx_type-fifm,False,,,,,
acreage,mergedschema,vtx_type-fifm,False,,,,,
cal_acreage,mergedschema,vtx_type-fifm,False,,,,,
price_per_sqft,mergedschema,vtx_type-fifm,False,,,,,
price_per_acre,mergedschema,vtx_type-fifm,False,,,,,
land_per_sqft,mergedschema,vtx_type-fifm,False,,,,,
land_sqft,mergedschema,vtx_type-fifm,False,,,,,
cal_sqft,mergedschema,vtx_type-fifm,False,,,,,
imprv_pct,mergedschema,vtx_type-fifm,False,,,,,
imprv_per_sqft,mergedschema,vtx_type-fifm,False,,,,,
last_sale_date_transfer,mergedschema,vtx_type-fifm,False,,,,,
last_sale_doc_number,mergedschema,vtx_type-fifm,False,,,,,
last_sale_doc_type,mergedschema,vtx_type-fifm,False,,,,,
last_sale_doc_type_desc,mergedschema,vtx_type-fifm,False,,,,,
last_sale_sale_code,mergedschema,vtx_type-fifm,False,,,,,
last_sale_sale_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_name,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_1_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_1_last,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_1_code,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_1_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_2_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_sale_seller_2_last,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_name,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_1_code,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_1_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_1_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_1_last,mergedschema,vtx_type-fifm,False,,,,,
ownership_status_code,mergedschema,vtx_type-fifm,False,,,,,
ownership_status_desc,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_2_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_2_last,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_2_code,mergedschema,vtx_type-fifm,False,,,,,
last_sale_buyer_2_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_sale_owner_occupied,mergedschema,vtx_type-fifm,False,,,,,
last_sale_page,mergedschema,vtx_type-fifm,False,,,,,
last_sale_vesting_code,mergedschema,vtx_type-fifm,False,,,,,
last_sale_vesting_code_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_date_transfer,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_val_transfer,mergedschema,vtx_type-fifm,False,,,,,
date_assr_tape_cut,mergedschema,vtx_type-fifm,False,,,,,
last_sale_val_transfer,mergedschema,vtx_type-fifm,False,,,,,
last_mrkt_sale_src_code,mergedschema,vtx_type-fifm,False,,,,,
last_sale_book,mergedschema,vtx_type-fifm,False,,,,,
date_transfer,mergedschema,vtx_type-fifm,False,,,,,
doc_type_lps,mergedschema,vtx_type-fifm,False,,,,,
doc_type_desc_lps,mergedschema,vtx_type-fifm,False,,,,,
val_transfer,mergedschema,vtx_type-fifm,False,,,,,
sale_code,mergedschema,vtx_type-fifm,False,,,,,
sale_code_desc,mergedschema,vtx_type-fifm,False,,,,,
mult_port_code,mergedschema,vtx_type-fifm,False,,,,,
seller_name,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_name,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_1_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_1_last,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_1_code,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_1_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_2_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_seller_2_last,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_name,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_1_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_1_last,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_book,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_1_code,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_1_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_2_first_mid,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_2_last,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_2_code,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_2_code_desc,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_rcdrs_map_ref,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_page,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_loan_due_date,mergedschema,vtx_type-fifm,False,,,,,
doc_number,mergedschema,vtx_type-fifm,False,,,,,
doc_number_noval,mergedschema,vtx_type-fifm,False,,,,,
td_doc_number_1,mergedschema,vtx_type-fifm,False,,,,,
lender_code_1,mergedschema,vtx_type-fifm,False,,,,,
lender_code_1_desc,mergedschema,vtx_type-fifm,False,,,,,
title_company_name,mergedschema,vtx_type-fifm,False,,,,,
lndr_first_name_1,mergedschema,vtx_type-fifm,False,,,,,
company_flag,mergedschema,vtx_type-fifm,False,,,,,
associate_property_count,mergedschema,vtx_type-fifm,False,,,,,
loan_value_1,mergedschema,vtx_type-fifm,False,,,,,
loan_value_2,mergedschema,vtx_type-fifm,False,,,,,
loan_type_1,mergedschema,vtx_type-fifm,False,,,,,
loan_type_1_desc,mergedschema,vtx_type-fifm,False,,,,,
int_rate_type_1,mergedschema,vtx_type-fifm,False,,,,,
int_rate_1_desc,mergedschema,vtx_type-fifm,False,,,,,
int_rate_1,mergedschema,vtx_type-fifm,False,,,,,
loan_due_date_1,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_vesting_code,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_buyer_vesting_code_desc,mergedschema,vtx_type-fifm,False,,,,,
tran_type,mergedschema,vtx_type-fifm,False,,,,,
tran_type_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_source,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_book,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_doc_number,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_doc_type,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_doc_type_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_date_transfer,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_doc_type,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_doc_type_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_doc_number,mergedschema,vtx_type-fifm,False,,,,,
last_market_sale_source,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_book,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_lndr_name,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_page,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_loan_due_date,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_val_transfer,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_sale_code,mergedschema,vtx_type-fifm,False,,,,,
prior_sale_sale_code_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_seller_1_first_mid,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_seller_1_last,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_seller_1_code,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_seller_1_code_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_seller_2_first_mid,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_seller_2_last,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_1_first_mid,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_1_last,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_1_code,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_1_code_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_2_first_mid,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_2_last,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_2_code,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_buyer_2_code_desc,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_page,mergedschema,vtx_type-fifm,False,,,,,
prior_market_sale_rcdrs_map_ref,mergedschema,vtx_type-fifm,False,,,,,
no_val_date_transfer,mergedschema,vtx_type-fifm,False,,,,,
date_noval_transfer,mergedschema,vtx_type-fifm,False,,,,,
doc_type_noval,mergedschema,vtx_type-fifm,False,,,,,
book_noval_transfer,mergedschema,vtx_type-fifm,False,,,,,
doc_type_noval_desc,mergedschema,vtx_type-fifm,False,,,,,
page_noval_transfer,mergedschema,vtx_type-fifm,False,,,,,
assessee_owner_1_indicator,mergedschema,vtx_type-fifm,False,,,,,
assessee_owner_2_indicator,mergedschema,vtx_type-fifm,False,,,,,
asmt_mail_care_of_name_indicator,mergedschema,vtx_type-fifm,False,,,,,
assessee_owner_1_name_type,mergedschema,vtx_type-fifm,False,,,,,
assessee_owner_2_name_type,mergedschema,vtx_type-fifm,False,,,,,
asmt_mail_care_of_name_type,mergedschema,vtx_type-fifm,False,,,,,
date_cert,mergedschema,vtx_type-fifm,False,,,,,
assr_sqft,mergedschema,vtx_type-fifm,False,,,,,
yr_blt_effect,mergedschema,vtx_type-fifm,False,,,,,
assr_acreage,mergedschema,vtx_type-fifm,False,,,,,
topography,mergedschema,vtx_type-fifm,False,,,,,
topography_desc,mergedschema,vtx_type-fifm,False,,,,,
lot_width,mergedschema,vtx_type-fifm,False,,,,,
lot_depth,mergedschema,vtx_type-fifm,False,,,,,
cbsa_code,mergedschema,vtx_type-fifm,False,,,,,
avm_value,mergedschema,vtx_type-fifm,False,,,,,
property_id,mergedschema,vtx_type-fifm,False,,,,,
location_id,mergedschema,vtx_type-fifm,False,,,,,
address_id,mergedschema,vtx_type-fifm,False,,,,,
property_dmp_id,mergedschema,vtx_type-fifm,False,,,,,
parcel_dmp_id,mergedschema,vtx_type-fifm,False,,,,,
dpc,mergedschema,vtx_type-fifm,False,,,,,
z4type,mergedschema,vtx_type-fifm,False,,,,,
dpv,mergedschema,vtx_type-fifm,False,,,,,
muniname,mergedschema,vtx_type-fifm,False,,,,,
valcalc,mergedschema,vtx_type-fifm,False,,,,,
valcalcind,mergedschema,vtx_type-fifm,False,,,,,
landvalcalcind,mergedschema,vtx_type-fifm,False,,,,,
impvalcalcind,mergedschema,vtx_type-fifm,False,,,,,
appraisedval,mergedschema,vtx_type-fifm,False,,,,,
appraisedlandval,mergedschema,vtx_type-fifm,False,,,,,
appraisedimpval,mergedschema,vtx_type-fifm,False,,,,,
prop_view,mergedschema,vtx_type-fifm,False,,,,,
energy,mergedschema,vtx_type-fifm,False,,,,,
fuel,mergedschema,vtx_type-fifm,False,,,,,
sewer,mergedschema,vtx_type-fifm,False,,,,,
water,mergedschema,vtx_type-fifm,False,,,,,
qlty,mergedschema,vtx_type-fifm,False,,,,,
cond,mergedschema,vtx_type-fifm,False,,,,,
bldgcd,mergedschema,vtx_type-fifm,False,,,,,
bldgimpcd,mergedschema,vtx_type-fifm,False,,,,,
flr,mergedschema,vtx_type-fifm,False,,,,,
frame,mergedschema,vtx_type-fifm,False,,,,,
livingsqft,mergedschema,vtx_type-fifm,False,,,,,
grdflrsqft,mergedschema,vtx_type-fifm,False,,,,,
grosssqft,mergedschema,vtx_type-fifm,False,,,,,
adjgrosssqft,mergedschema,vtx_type-fifm,False,,,,,
bsmtsqft,mergedschema,vtx_type-fifm,False,,,,,
prkgsqft,mergedschema,vtx_type-fifm,False,,,,,
fullbaths,mergedschema,vtx_type-fifm,False,,,,,
prop_1qtrbaths,mergedschema,vtx_type-fifm,False,,,,,
prop_3qtrbaths,mergedschema,vtx_type-fifm,False,,,,,
bathfixs,mergedschema,vtx_type-fifm,False,,,,,
frplnbr,mergedschema,vtx_type-fifm,False,,,,,
frpltype,mergedschema,vtx_type-fifm,False,,,,,
poolcd,mergedschema,vtx_type-fifm,False,,,,,
pid,mergedschema,vtx_type-fifm,False,,,,,
pid2,mergedschema,vtx_type-fifm,False,,,,,
addrid,mergedschema,vtx_type-fifm,False,,,,,
addrid2,mergedschema,vtx_type-fifm,False,,,,,
hhid,mergedschema,vtx_type-fifm,False,,,,,
hhid2,mergedschema,vtx_type-fifm,False,,,,,
id,rightschema,vtx_type-x9l9,False,,,,,
pid,rightschema,vtx_type-x9l9,False,,,,,
pid2,rightschema,vtx_type-x9l9,False,,,,,
fname,rightschema,vtx_type-x9l9,False,,,,,
mname,rightschema,vtx_type-x9l9,False,,,,,
lname,rightschema,vtx_type-x9l9,False,,,,,
suffix,rightschema,vtx_type-x9l9,False,,,,,
fname2,rightschema,vtx_type-x9l9,False,,,,,
mname2,rightschema,vtx_type-x9l9,False,,,,,
lname2,rightschema,vtx_type-x9l9,False,,,,,
suffix2,rightschema,vtx_type-x9l9,False,,,,,
busname,rightschema,vtx_type-x9l9,False,,,,,
rectype,rightschema,vtx_type-x9l9,False,,,,,
phone,rightschema,vtx_type-x9l9,False,,,,,
phone2,rightschema,vtx_type-x9l9,False,,,,,
house,rightschema,vtx_type-x9l9,False,,,,,
predir,rightschema,vtx_type-x9l9,False,,,,,
street,rightschema,vtx_type-x9l9,False,,,,,
strtype,rightschema,vtx_type-x9l9,False,,,,,
postdir,rightschema,vtx_type-x9l9,False,,,,,
apttype,rightschema,vtx_type-x9l9,False,,,,,
aptnbr,rightschema,vtx_type-x9l9,False,,,,,
city,rightschema,vtx_type-x9l9,False,,,,,
state,rightschema,vtx_type-x9l9,False,,,,,
zip,rightschema,vtx_type-x9l9,False,,,,,
z4,rightschema,vtx_type-x9l9,False,,,,,
dpc,rightschema,vtx_type-x9l9,False,,,,,
crte,rightschema,vtx_type-x9l9,False,,,,,
cntycd,rightschema,vtx_type-x9l9,False,,,,,
z4type,rightschema,vtx_type-x9l9,False,,,,,
dpv,rightschema,vtx_type-x9l9,False,,,,,
vacant,rightschema,vtx_type-x9l9,False,,,,,
house2,rightschema,vtx_type-x9l9,False,,,,,
predir2,rightschema,vtx_type-x9l9,False,,,,,
street2,rightschema,vtx_type-x9l9,False,,,,,
strtype2,rightschema,vtx_type-x9l9,False,,,,,
postdir2,rightschema,vtx_type-x9l9,False,,,,,
apttype2,rightschema,vtx_type-x9l9,False,,,,,
aptnbr2,rightschema,vtx_type-x9l9,False,,,,,
city2,rightschema,vtx_type-x9l9,False,,,,,
state2,rightschema,vtx_type-x9l9,False,,,,,
zip2,rightschema,vtx_type-x9l9,False,,,,,
z42,rightschema,vtx_type-x9l9,False,,,,,
dpc2,rightschema,vtx_type-x9l9,False,,,,,
crte2,rightschema,vtx_type-x9l9,False,,,,,
cntycd2,rightschema,vtx_type-x9l9,False,,,,,
z4type2,rightschema,vtx_type-x9l9,False,,,,,
dpv2,rightschema,vtx_type-x9l9,False,,,,,
vacant2,rightschema,vtx_type-x9l9,False,,,,,
prop_fipscd,rightschema,vtx_type-x9l9,False,,,,,
prop_censustract,rightschema,vtx_type-x9l9,False,,,,,
prop_muniname,rightschema,vtx_type-x9l9,False,,,,,
prop_townshipcd,rightschema,vtx_type-x9l9,False,,,,,
prop_subdivision,rightschema,vtx_type-x9l9,False,,,,,
prop_zoning,rightschema,vtx_type-x9l9,False,,,,,
prop_range,rightschema,vtx_type-x9l9,False,,,,,
prop_section,rightschema,vtx_type-x9l9,False,,,,,
prop_latitude,rightschema,vtx_type-x9l9,False,,,,,
prop_longitude,rightschema,vtx_type-x9l9,False,,,,,
prop_landuse,rightschema,vtx_type-x9l9,False,,,,,
prop_apn,rightschema,vtx_type-x9l9,False,,,,,
prop_apnseqnbr,rightschema,vtx_type-x9l9,False,,,,,
prop_ownerocc,rightschema,vtx_type-x9l9,False,,,,,
prop_addrind,rightschema,vtx_type-x9l9,False,,,,,
prop_corpind,rightschema,vtx_type-x9l9,False,,,,,
prop_rescd,rightschema,vtx_type-x9l9,False,,,,,
prop_ind,rightschema,vtx_type-x9l9,False,,,,,
prop_mobhome,rightschema,vtx_type-x9l9,False,,,,,
prop_nrbbld,rightschema,vtx_type-x9l9,False,,,,,
prop_style,rightschema,vtx_type-x9l9,False,,,,,
prop_storiescd,rightschema,vtx_type-x9l9,False,,,,,
prop_storiesnbr,rightschema,vtx_type-x9l9,False,,,,,
prop_aptnbr,rightschema,vtx_type-x9l9,False,,,,,
prop_qlty,rightschema,vtx_type-x9l9,False,,,,,
prop_bldgcd,rightschema,vtx_type-x9l9,False,,,,,
prop_bldgimpcd,rightschema,vtx_type-x9l9,False,,,,,
prop_cond,rightschema,vtx_type-x9l9,False,,,,,
prop_cnstrtype,rightschema,vtx_type-x9l9,False,,,,,
prop_extnw,rightschema,vtx_type-x9l9,False,,,,,
prop_valcalc,rightschema,vtx_type-x9l9,False,,,,,
prop_val_calcind,rightschema,vtx_type-x9l9,False,,,,,
prop_land_valcalc,rightschema,vtx_type-x9l9,False,,,,,
prop_land_valcalc_ind,rightschema,vtx_type-x9l9,False,,,,,
prop_imp_valcalc,rightschema,vtx_type-x9l9,False,,,,,
prop_imp_valcalc_ind,rightschema,vtx_type-x9l9,False,,,,,
prop_assed_val,rightschema,vtx_type-x9l9,False,,,,,
prop_assed_landval,rightschema,vtx_type-x9l9,False,,,,,
prop_assed_impval,rightschema,vtx_type-x9l9,False,,,,,
prop_mrktval,rightschema,vtx_type-x9l9,False,,,,,
prop_mrkt_landval,rightschema,vtx_type-x9l9,False,,,,,
prop_mrkt_impval,rightschema,vtx_type-x9l9,False,,,,,
prop_appraised_val,rightschema,vtx_type-x9l9,False,,,,,
prop_appraised_landval,rightschema,vtx_type-x9l9,False,,,,,
prop_appraised_impval,rightschema,vtx_type-x9l9,False,,,,,
prop_yrbld,rightschema,vtx_type-x9l9,False,,,,,
prop_effyrbld,rightschema,vtx_type-x9l9,False,,,,,
prop_view,rightschema,vtx_type-x9l9,False,,,,,
prop_lctn_infl,rightschema,vtx_type-x9l9,False,,,,,
prop_frontft,rightschema,vtx_type-x9l9,False,,,,,
prop_depthft,rightschema,vtx_type-x9l9,False,,,,,
prop_acres,rightschema,vtx_type-x9l9,False,,,,,
prop_landsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_unvbldsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_bldsqftind,rightschema,vtx_type-x9l9,False,,,,,
prop_bldsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_livingsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_grdflrsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_grosssqft,rightschema,vtx_type-x9l9,False,,,,,
prop_adjgrosssqft,rightschema,vtx_type-x9l9,False,,,,,
prop_bsmtsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_prkgsqft,rightschema,vtx_type-x9l9,False,,,,,
prop_rms,rightschema,vtx_type-x9l9,False,,,,,
prop_bedrms,rightschema,vtx_type-x9l9,False,,,,,
prop_bathscalc,rightschema,vtx_type-x9l9,False,,,,,
prop_baths,rightschema,vtx_type-x9l9,False,,,,,
prop_fullbaths,rightschema,vtx_type-x9l9,False,,,,,
prop_halfbaths,rightschema,vtx_type-x9l9,False,,,,,
prop_1qtrbaths,rightschema,vtx_type-x9l9,False,,,,,
prop_3qtrbaths,rightschema,vtx_type-x9l9,False,,,,,
prop_bathfixs,rightschema,vtx_type-x9l9,False,,,,,
prop_ac,rightschema,vtx_type-x9l9,False,,,,,
prop_bsmtf,rightschema,vtx_type-x9l9,False,,,,,
prop_frpl,rightschema,vtx_type-x9l9,False,,,,,
prop_frplnbr,rightschema,vtx_type-x9l9,False,,,,,
prop_frpltype,rightschema,vtx_type-x9l9,False,,,,,
prop_fnd,rightschema,vtx_type-x9l9,False,,,,,
prop_flr,rightschema,vtx_type-x9l9,False,,,,,
prop_frame,rightschema,vtx_type-x9l9,False,,,,,
prop_gar,rightschema,vtx_type-x9l9,False,,,,,
prop_heat,rightschema,vtx_type-x9l9,False,,,,,
prop_prkgspaces,rightschema,vtx_type-x9l9,False,,,,,
prop_prkgtype,rightschema,vtx_type-x9l9,False,,,,,
prop_pool,rightschema,vtx_type-x9l9,False,,,,,
prop_poolcd,rightschema,vtx_type-x9l9,False,,,,,
prop_roofcover,rightschema,vtx_type-x9l9,False,,,,,
prop_rooftype,rightschema,vtx_type-x9l9,False,,,,,
prop_energy,rightschema,vtx_type-x9l9,False,,,,,
prop_fuel,rightschema,vtx_type-x9l9,False,,,,,
prop_sewer,rightschema,vtx_type-x9l9,False,,,,,
prop_water,rightschema,vtx_type-x9l9,False,,,,,
prop_homestead,rightschema,vtx_type-x9l9,False,,,,,
prop_xmtvet,rightschema,vtx_type-x9l9,False,,,,,
prop_xmt_disabled,rightschema,vtx_type-x9l9,False,,,,,
prop_taxamt,rightschema,vtx_type-x9l9,False,,,,,
prop_taxyr,rightschema,vtx_type-x9l9,False,,,,,
prop_docyr,rightschema,vtx_type-x9l9,False,,,,,
prop_salesdeedcd,rightschema,vtx_type-x9l9,False,,,,,
prop_recdate,rightschema,vtx_type-x9l9,False,,,,,
prop_sellername,rightschema,vtx_type-x9l9,False,,,,,
prop_saledate,rightschema,vtx_type-x9l9,False,,,,,
prop_saleamt,rightschema,vtx_type-x9l9,False,,,,,
prop_salecd,rightschema,vtx_type-x9l9,False,,,,,
prop_apncd,rightschema,vtx_type-x9l9,False,,,,,
prop_apncnt,rightschema,vtx_type-x9l9,False,,,,,
prop_asmtyr,rightschema,vtx_type-x9l9,False,,,,,
prop_salestranscd,rightschema,vtx_type-x9l9,False,,,,,
prop_recdate_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_saledate_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_saleamt_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_salecd_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_apncd_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_deedcd_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_docyr_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_deedtype_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_salestranscd_prior,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgamt_prior,rightschema,vtx_type-x9l9,False,,,,,
internal,rightschema,vtx_type-x9l9,False,,,,,
prop_ownercd,rightschema,vtx_type-x9l9,False,,,,,
prop_sellcarryback,rightschema,vtx_type-x9l9,False,,,,,
prop_tittlecompany,rightschema,vtx_type-x9l9,False,,,,,
prop_loantoval,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgamt,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgdate,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgloancd,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgdeedcd,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgterm,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgduedate,rightschema,vtx_type-x9l9,False,,,,,
prop_mtgassumptionamt,rightschema,vtx_type-x9l9,False,,,,,
